Datetime,300037926 (Bohlweg),353413831 (Bohlweg Fahrräder Stadteinwärts),353413832 (Bohlweg Fahrräder Stadtauswärts),353484923 (Bohlweg Fahrräder Stadteinwärts),353484925 (Bohlweg Fahrräder Stadtauswärts),353484927 (Bohlweg Fahrräder Stadteinwärts),353484928 (Bohlweg Fahrräder Stadtauswärts),353484929 (Bohlweg Fahrräder Stadteinwärts),353484930 (Bohlweg Fahrräder Stadtauswärts),353485115 (Bohlweg PKW Stadteinwärts),353485118 (Bohlweg PKW Stadtauswärts),353485121 (Bohlweg PKW Stadteinwärts),353485123 (Bohlweg PKW Stadtauswärts),353485125 (Bohlweg PKW Stadteinwärts),353485126 (Bohlweg PKW Stadtauswärts),353485127 (Bohlweg PKW Stadteinwärts),353485128 (Bohlweg PKW Stadtauswärts),300037926-status,353413831-status,353413832-status,353484923-status,353484925-status,353484927-status,353484928-status,353484929-status,353484930-status,353485115-status,353485118-status,353485121-status,353485123-status,353485125-status,353485126-status,353485127-status,353485128-status
2025-06-01 14:15,65,32,33,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 14:30,72,37,35,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 14:45,58,33,25,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 15:00,71,40,31,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 15:15,60,34,26,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 15:30,50,15,35,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 15:45,74,51,23,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 16:00,73,40,33,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 16:15,50,19,31,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 16:30,62,29,33,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 16:45,77,40,37,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 17:00,71,40,31,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 17:15,67,37,30,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 17:30,52,35,17,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 17:45,67,39,28,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 18:00,83,43,40,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 18:15,70,52,18,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 18:30,57,27,30,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 18:45,55,24,31,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 19:00,47,23,24,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 19:15,41,16,25,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 19:30,37,20,17,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 19:45,38,17,21,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 20:00,30,10,20,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 20:15,27,6,21,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 20:30,23,7,16,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 20:45,31,18,13,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 21:00,25,6,19,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 21:15,38,12,26,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 21:30,29,10,19,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 21:45,19,5,14,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 22:00,26,12,14,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 22:15,19,5,14,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 22:30,19,6,13,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 22:45,11,6,5,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 23:00,9,4,5,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 23:15,12,7,5,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 23:30,3,3,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-01 23:45,5,4,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 00:00,7,4,3,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 00:15,3,1,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 00:30,1,0,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 00:45,4,2,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 01:00,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 01:15,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 01:30,1,0,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 01:45,2,1,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 02:00,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 02:15,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 02:30,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 02:45,3,1,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 03:00,1,1,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 03:15,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 03:30,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 03:45,1,0,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 04:00,1,1,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 04:15,1,0,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 04:30,1,1,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 04:45,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 05:00,4,2,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 05:15,5,1,4,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 05:30,10,5,5,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 05:45,11,8,3,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 06:00,13,7,6,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 06:15,22,14,8,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 06:30,30,22,8,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 06:45,57,37,20,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 07:00,64,43,21,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 07:15,91,54,37,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 07:30,226,165,61,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 07:45,189,138,51,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 08:00,130,95,35,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 08:15,136,97,39,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 08:30,110,76,34,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 08:45,93,72,21,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 09:00,84,63,21,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 09:15,79,49,30,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 09:30,91,57,34,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 09:45,89,66,23,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 10:00,98,78,20,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 10:15,66,39,27,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 10:30,73,42,31,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 10:45,95,59,36,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 11:00,84,59,25,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 11:15,78,44,34,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 11:30,91,50,41,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 11:45,119,64,55,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 12:00,101,61,40,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 12:15,82,40,42,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 12:30,86,42,44,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 12:45,105,67,38,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 13:00,117,65,52,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 13:15,96,49,47,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 13:30,75,36,39,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 13:45,110,62,48,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 14:00,134,54,80,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 14:15,89,44,45,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 14:30,89,36,53,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 14:45,138,61,77,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 15:00,100,42,58,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 15:15,91,37,54,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 15:30,130,65,65,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 15:45,114,45,69,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 16:00,150,53,97,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 16:15,109,40,69,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 16:30,98,34,64,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 16:45,97,32,65,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 17:00,119,38,81,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 17:15,105,40,65,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 17:30,105,48,57,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 17:45,165,74,91,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 18:00,121,44,77,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 18:15,110,46,64,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 18:30,99,44,55,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 18:45,86,41,45,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 19:00,76,29,47,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 19:15,68,31,37,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 19:30,60,23,37,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 19:45,72,33,39,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 20:00,58,26,32,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 20:15,44,19,25,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 20:30,58,25,33,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 20:45,42,21,21,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 21:00,34,10,24,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 21:15,43,12,31,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 21:30,36,12,24,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 21:45,35,14,21,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 22:00,38,12,26,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 22:15,20,5,15,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 22:30,28,12,16,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 22:45,23,10,13,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 23:00,18,4,14,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 23:15,16,3,13,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 23:30,15,10,5,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-02 23:45,5,0,5,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 00:00,4,0,4,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 00:15,4,2,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 00:30,5,2,3,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 00:45,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 01:00,7,0,7,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 01:15,4,3,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 01:30,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 01:45,1,0,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 02:00,1,1,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 02:15,2,0,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 02:30,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 02:45,2,1,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 03:00,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 03:15,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 03:30,1,0,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 03:45,3,1,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 04:00,1,0,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 04:15,2,1,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 04:30,1,1,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 04:45,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 05:00,1,0,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 05:15,5,2,3,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 05:30,8,4,4,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 05:45,11,7,4,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 06:00,13,6,7,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 06:15,26,19,7,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 06:30,28,21,7,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 06:45,49,35,14,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 07:00,58,35,23,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 07:15,113,79,34,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 07:30,212,156,56,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 07:45,219,170,49,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 08:00,155,116,39,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 08:15,136,97,39,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 08:30,105,72,33,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 08:45,129,99,30,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 09:00,77,55,22,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 09:15,90,60,30,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 09:30,104,77,27,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 09:45,112,80,32,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 10:00,100,64,36,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 10:15,59,34,25,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 10:30,79,42,37,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 10:45,71,52,19,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 11:00,2,0,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 11:15,88,39,49,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 11:30,83,43,40,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 11:45,101,55,46,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 12:00,85,51,34,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 12:15,94,44,50,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 12:30,91,38,53,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 12:45,101,49,52,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 13:00,146,67,79,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 13:15,99,35,64,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 13:30,114,57,57,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 13:45,110,53,57,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 14:00,118,47,71,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 14:15,108,55,53,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 14:30,121,56,65,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 14:45,120,52,68,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 15:00,135,58,77,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-06-03 15:15,118,57,61,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
